cleaned_text,sentiment
ima miss everyon soo much,Negative
know feel everyth seem odd miss everyon turn exam crap,Negative
congratul guy awesom,Positive
hi upload complet new chines lesson pleas feel free watch enjoy,Positive
nope anthoni wreck car help get run,Negative
im home tire lot fun parent anniversari today home alon take nap ha,Negative
know mean fun,Positive
recov fun night,Positive
brew fire french press would fun,Positive
roxyyyyyyi st fridayyyyyi come play,Positive
hairi,Positive
voicetrack shift go see play staunton mother day yayyyi,Positive
car parent sister im die somebodi anybodi text kill softli,Negative
yeah supris stuck chicago whoooo hoooo,Negative
ahhhhhh full servic babi excit wait day,Positive
poor bunni toenail fell bleed lot put box get infect,Negative
read david well courag protest market amp emerg run life,Positive
mmm wonder supriz tonight im stay,Positive
new blog entri still wait facebook cooper come pictur,Negative
comfort thing internet wherev access china temporarili ok,Positive
look forward hang littl sister play truck littl,Positive
reason id trip id get help ah yea speechless,Positive
know movi dvd better next week pre order coffin,Positive
worth,Positive
watchin movi u,Positive
hate watch romant comedi romant comedi gonna start,Negative
tweet iran scare,Negative
feel good,Negative
clean closet ugh booooor skin,Negative
make sad,Negative
excit palmer latest tech servic roundtabl despit fact lunch place close tuesday,Negative
haha fail drop phone face silli,Positive
hugz pour bourbon honour worri tomorrow bad wors,Negative
proof dear sir tittl,Positive
dang kinda earli,Positive
plane late hr wife amp hr layov charlott instead min amp drive wilmington sc myrtl beach dark,Negative
seem like accomplish anyth except bigger mess good tho love clean cool sunni day,Positive
broke microphon,Negative
ty check get home follow student tweeter silent awhil,Negative
donat jan,Negative
daydream much lol goodnight,Positive
feet hurt restaur busi today ye famili restaur cook aloud kitchen,Positive
yeah look like go pine next week woo,Positive
bye,Negative
oh wow stalker new,Positive
yeah listen right hehe,Positive
done time bed buena noch,Positive
haha noooo miah cousin rebekah niec cutee,Positive
think go bed hungri though alway hungri,Negative
ok noth day plane pump missin boy tho wish could stay home forev life bday n,Negative
realli like twitter twitter,Negative
better finish order littl guy first tho time go cheerio drasda,Positive
pleasur play guitar fun,Positive
leg fell asleep ow ow ow,Negative
bed shud b long asleep wide awak kitti also upset lock sori sweet ahh wat,Negative
k someon remind load wash tonight b get late,Positive
miss alreadi,Negative
tomorrow go emot day see last time far know heart hurt,Negative
pack twitt guess,Positive
suck everyon els studi one holiday,Negative
fuck crazi semi tail mph listen love like woah,Positive
still think take pictur pleas,Negative
spenid long day school tomorrow band practic work first hey money,Negative
song day quot left walkman altadena quot,Negative
lmfao pain quot big ass chain quot could much k,Negative
love waggamamma food though still feel full last night yum,Positive
margarita dan,Positive
rock version saw minut movi part thay sing saw,Positive
back school,Negative
arizona get pound alabama pain watch,Negative
dude tweet play hopscotch,Positive
damn jericho tri unmask rey ident,Negative
suffer wrath steak n egger spici fri littl upset weekend,Negative
final found calcul good thing see ave calcul exam tomorrow lol,Positive
cool hit gym bit go venic dinner think,Positive
bloodi achiev sometim think pictur left eye sometim right today deffo left,Positive
woke noth better good night sleep,Positive
cutest pictur ever seen life,Positive
watch season final grey anatomi he mean watch sinc forev izzi georg,Negative
grrrrrr headach,Negative
bebe jose wed day happi bi,Positive
anyon want get lunch around campu class done brain hurt,Negative
reckon mamma day everyday lova mamma xx husband day reckon men rock,Positive
wait see nj show saturday,Positive
shower wish goin surf nooo im goin eat chines bit,Negative
wanti go like half readi yet,Negative
warrenti run,Positive
oh wtf storm internet oh well ff danc parti room,Positive
upset caus coulndt get meet guy rio ok mayb next time right,Negative
day phone charg n one text lol where love mikul,Negative
heather hit offer build websit look like ball roll,Positive
ppl go bed,Negative
right drop temperatur think,Positive
use expieri,Positive
final got twitteriff work delet reinstal love new iphon os,Negative
seo show result type sme market berkshir top good job team,Positive
almost got new ikog today oh well,Negative
got one,Positive
busi bummer alway,Negative
ur welcom awww anymor lol,Negative
client stepson still coma tragic mistaken ident polic quot brutal quot case belltown look good,Negative
miss church today babi girl woke love supris clean throw half asleep fun,Negative
watch mtv award lol eminem,Positive
glad say mountain bike fix clean readi ride,Positive
good metal gig,Positive
sure ever move without actual move hahahahahahahaha poor hubbi,Negative
confus amaz lectur ever love,Positive
haha mayb think summer quarter turn work thought would,Negative
darn got one letd tri monavi insur condom pizza,Negative
made print today,Positive
still upset truism behind ride white poni,Negative
spanish ib tomorrow hardcor studi time,Negative
head back az,Negative
b black ghost full moon gt recomeendo essa sica,Positive
poor eden,Negative
aw honey alway next weekend ye butter jam,Positive
got home land lost awsom movi everyon watch,Positive
realli realli fantast weekend watch mamma mia hector lt phoenix bound tomorrow,Positive
want capat summertim ball,Negative
watch mtv boxset featur pcd concert philippin great dancer singer lolx peac,Positive
hope like,Positive
get starbuck walk around neighborhood think get often,Positive
bu hope late xxx,Negative
wanna watch bgt wanna miss sunshine,Negative
tri finish book today happen still go tomorrow b done bed work,Positive
today insan lock key trunk car plato closet score sick k mart plaza hr,Negative
welcom twitter club,Positive
miss pink uniform,Negative
jelaou want travel viena seem like beauti citi,Positive
chillin bed feel pretti crap girl realli love delet dont knw work badtim,Negative
boredom guess better go line week lol listen zachari quinto talk interview,Positive
three week done school forev,Positive
hug take easi,Negative
heart rod,Positive
oh look watch hollyoak,Positive
ahh im gonna go bed sleep wat left star war day sigh,Negative
grumpi fuck hate peopl take wee mood cant eat cooki caus teeth,Negative
good ya buddi jackpot time still good place,Positive
pack room,Negative
pick anoth outfit anoth horrid day speech u know idk idc anymor wish troy go vp,Negative
knoooooooooooow,Negative
woke someth strang much homework weekend,Negative
one year ago today walk mspca adopt shi cat hid bed week complet own place,Positive
twitter time,Positive
went go get water hit big toe bleed like crazi somebodi help lol,Negative
rememb ben cute curli littl toddler whose world revolv round mum smart ars like big brother,Negative
believ,Negative
anoth set ipod earbud die left go quiet appl charg gbp replac better option around price point,Negative
im great thanx wat like us moment,Positive
wish someon would send nice boob pic lighten saturday,Negative
wait week think sure come tomorrow,Negative
probabl take photo twitpic everyon benefit,Positive
hey almost ur birthday,Positive
cold butt numb pee yay concert experi,Positive
nfg greatest hit cd crack,Negative
,Negative
cat jack jack die last decemb,Negative
think miss,Negative
demilovato mexican fan com thank support mexican fan love,Positive
cool thank,Positive
sold record came gone,Negative
say hi pleas,Negative
charger see u dib fist wat kan wit sprint im tmobil kum britt lol,Negative
gudmornin everi damn look nasti n miami man live amp want sunni nt rain well fun sum type way gudmornin,Negative
,Negative
wont turn til saturday,Negative
aswel much suck lol x,Negative
start type name cont finish name peopl show type letter scroll,Negative
ill cheer fuck,Negative
boy dont make bitch slap ya ahhaha yeh sort read research eat much fruit mum bought pineappl u,Positive
n mood wrk tire exhaust frm wrkn past week gotta finish gettn readi bbak later xoxo follow,Positive
greyson miss,Negative
got love dm random person tell great intend,Negative
dirti,Negative
love pf chang lettuc wrap great feel upset trust vegan base mani sourc,Negative
drink huge relentless lament pound coin feel hole pocket,Negative
soooo tire least got see best friend today workplac wrap tast okay sauc,Negative
could sleep car shit ef comfort,Positive
person think conan brien least bit funni sad leno left tonight show one ever watch,Negative
cant see follow,Negative
rain got window open love listen rain,Positive
mother n law came back india yoga teacher awsom beter shape,Negative
say pleas tri call mobil today manag seal anoth room decor clever,Negative
learn faith worri entir much,Negative
happi sad,Negative
know born san antonio,Positive
amaz lt go tri best see th,Positive
yep blame mate take see hamlet last year fuss,Positive
bwahaha got excit saw final got twitter account,Positive
askem like walk april hous hope nice tonight,Positive
